cruise,station,mon/day/yy,hh:mm,longitude [degrees east],latitude [degrees north],Bot. Depth [m],BOTTLE NUMBER,PRESSURE [DB],TEMPERATURE [C],SALINITY [PSU],CHLOROPHYLL [MG/M^3],PAR,OXYGEN [umol/l],TRANSMISSOMETRY [%],NITRATE [umol/L],NITRITE [umol/L],PHOSPHATE [umol/L],AMMONIUM [umol/L],SILICATE [umol/L]
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,10,352.614,8.9575,34.488,0.4172,1.00E-12,6.992,100.1064,,,,,
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,11,351.717,8.9342,34.49,0.4327,1.00E-12,7.04,100.0867,,,,,
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,12,352.828,8.9361,34.4893,0.4159,1.00E-12,7.08,100.0949,31.71,0,2.88,0.02,50.3
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,13,251.555,10.1343,34.4904,0.4047,1.00E-12,18.777,100.06,,,,,
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,14,252.024,10.1335,34.4908,0.3879,1.00E-12,18.85,100.0677,28.73,0,2.66,0.02,40.8
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,15,227.639,10.3334,34.4773,0.3879,1.00E-12,22.574,100.0175,28.2,0,2.61,0.02,39.2
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,16,175.913,11.4243,34.5954,0.3879,1.00E-12,12.251,99.9712,,,,,
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,17,177.123,11.4579,34.5987,0.3879,1.00E-12,11.402,99.9614,,,,,
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,18,176.748,11.4841,34.6023,0.3885,1.00E-12,11.497,99.9707,26.8,0,2.64,0.02,36.3
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,19,100.719,12.2076,33.9699,0.7978,1.00E-12,92.068,99.7625,,,,,
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,20,101.134,12.2082,33.969,0.7984,1.00E-12,91.898,99.8045,22.17,0.01,1.97,0.02,22.7
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,21,50.157,16.3235,33.8866,3.1743,1.00E-12,214.571,96.7586,,,,,
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,22,50.026,16.7046,33.9066,3.0385,1.00E-12,216.062,96.7548,1.17,0.08,0.64,0.03,4.7
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,23,4.088,17.8941,33.9662,1.055,1.00E-12,230.463,94.8656,,,,,
TN278,13,3/21/2012,1:26,-112.377,23.90972,2478,24,4.045,17.8931,33.9663,1.1143,1.00E-12,229.99,94.8547,0.15,0,0.4,0.16,3
TN278,14,3/21/2012,12:20,-111.947,23.85417,403.8,1,402.802,8.897,34.5494,0.3904,1.00E-12,1.176,99.6993,28.5,0.09,3,0.04,56.4
TN278,14,3/21/2012,12:20,-111.947,23.85417,403.8,2,302.207,9.933,34.5943,0.4109,1.00E-12,1.546,99.9832,27.62,0.01,2.89,0.03,47.8
TN278,14,3/21/2012,12:20,-111.947,23.85417,403.8,3,201.958,11.379,34.6678,0.4047,1.00E-12,1.754,99.9816,25.5,0.01,2.77,0.03,39.8
TN278,14,3/21/2012,12:20,-111.947,23.85417,403.8,4,151.477,11.9326,34.6524,0.4084,1.00E-12,4.958,99.6617,25.7,0.01,2.7,0.03,36.9
TN278,14,3/21/2012,12:20,-111.947,23.85417,403.8,5,125.019,11.7618,34.5018,0.4284,1.00E-12,23.889,99.4013,25.86,0.03,2.52,0.03,33.5
TN278,14,3/21/2012,12:20,-111.947,23.85417,403.8,6,75.293,13.8702,34.3234,0.5828,1.00E-12,44.605,99.2847,19.35,0.06,2.31,0.03,26.7
TN278,14,3/21/2012,12:20,-111.947,23.85417,403.8,7,24.963,18.9819,34.5717,3.2404,1.00E-12,206.713,95.0444,2.04,0.16,0.82,0.24,6.5
TN278,14,3/21/2012,12:20,-111.947,23.85417,403.8,8,4.051,18.9873,34.5823,3.2522,1.68E-02,208.098,94.336,1.11,0.12,0.75,0.07,6.3
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,1,437.069,8.9911,34.557,0.4495,1.00E-12,1.242,99.8323,30.13,0.01,2.96,0,54.1
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,2,403.96,9.1147,34.5642,0.4365,1.00E-12,1.238,99.7522,29.48,0.02,2.96,0.01,53.3
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,3,352.963,9.7053,34.5921,0.4433,1.00E-12,1.235,99.7636,27.78,0.01,2.91,0.02,49.1
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,4,301.554,10.4964,34.6475,0.3754,1.00E-12,1.192,99.9505,26.49,0,2.84,0,43.5
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,5,251.75,10.996,34.6751,0.3954,1.00E-12,1.702,99.92,25.55,0,2.78,0,40.2
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,6,202.093,11.3388,34.6805,0.4159,1.00E-12,2.231,99.9282,25.56,0,2.73,0,38
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,7,150.823,12.0121,34.6665,0.3897,1.00E-12,7.005,99.8922,25.93,0,2.67,0,34.8
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,8,100.123,12.4395,34.3801,0.4389,2.52E-01,42.22,99.7516,24.51,0,2.4,0,29.2
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,9,75.456,12.3539,34.0848,0.5729,1.43E+00,77.608,99.6961,22.61,0.01,2.04,0,23.7
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,10,49.717,14.4946,34.1839,0.7803,8.35E+00,102.769,98.9643,16.42,0.07,1.84,0,19.7
TN278,16,3/21/2012,17:33,-111.096,23.74,438.5,11,2.337,18.2867,34.383,1.1902,3.98E+03,207.862,96.3559,1.71,0.07,0.77,0.18,6.4
TN278,101,3/21/2012,22:12,-110.663,23.4925,130,1,24.562,18.2397,34.3202,5.039,1.38E+01,203.511,93.3416,,,,,
TN278,101,3/21/2012,22:12,-110.663,23.4925,130,2,1.5,19.033,34.398,1.729,6.31E+02,214.043,69.2765,,,,,
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,1,1008.383,4.5655,34.5233,0.4209,1.00E-12,10.104,100.0224,44.05,0,3.34,0,110.7
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,2,807.238,5.5171,34.4997,0.4103,1.00E-12,4.242,100.0274,41.7,0.02,3.31,0,93.9
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,3,604.92,6.8948,34.503,0.4495,1.00E-12,1.684,100.0541,37.18,0.02,3.19,0,75.2
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,4,605.523,6.9174,34.5031,0.4489,1.00E-12,1.606,100.0715,,,,,
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,5,453.918,8.5124,34.5559,0.434,1.00E-12,1.101,99.9827,31.72,0.01,3.02,0,59.2
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,6,453.592,8.514,34.5557,0.4246,1.00E-12,1.096,99.9718,,,,,
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,7,302.823,10.2302,34.6397,0.4246,1.00E-12,1.207,99.9729,27.2,0,2.87,0,45.7
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,8,302.714,10.23,34.64,0.4172,1.00E-12,1.153,99.9778,,,,,
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,9,202.151,11.6485,34.7101,0.4184,1.00E-12,2.306,99.9587,25.44,0,2.72,0,36.9
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,10,150.537,12.5239,34.7372,0.3898,1.00E-12,5.212,99.8655,25.04,0,2.68,0,34.2
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,11,151.239,12.5281,34.737,0.3904,1.00E-12,5.22,99.9494,,,,,
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,12,124.872,12.7708,34.6758,0.3891,1.00E-12,11.053,99.8421,24.99,0,2.62,0,32.3
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,13,100.761,13.6526,34.5974,0.4203,1.00E-12,24.918,99.7162,23.8,0.01,2.5,0,28.3
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,14,100.762,13.6483,34.5943,0.4215,1.00E-12,24.743,99.6993,,,,,
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,15,75.601,14.0904,34.3008,0.6377,1.00E-12,62.077,99.434,20.83,0.03,2.11,0,21.7
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,16,75.498,14.0908,34.2983,0.6589,1.00E-12,61.907,99.4667,,,,,
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,17,50.314,15.7436,33.997,2.0991,1.00E-12,158.304,97.8303,,,,,
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,18,50.398,15.7668,34.0031,2.1228,1.00E-12,159.01,97.8134,8.97,0.48,1.23,0.02,10.7
TN278,19,3/22/2012,11:25,-110.392,22.95,1189.5,19,3.705,19.6628,34.5091,1.1155,5.85E-01,215.351,96.0889,0.16,0,0.56,0,2.8
TN278,20,3/22/2012,22:56,-109.918,22.86306,240,1,181.068,11.763,34.7098,0.3773,1.00E-12,3.23,99.8394,,,,,
TN278,20,3/22/2012,22:56,-109.918,22.86306,240,2,151.248,12.9903,34.7302,0.3735,1.00E-12,9.127,99.7342,,,,,
TN278,20,3/22/2012,22:56,-109.918,22.86306,240,3,100.114,14.3333,34.7125,0.4252,1.00E-12,29.844,99.6895,,,,,
TN278,20,3/22/2012,22:56,-109.918,22.86306,240,4,20.32,20.5977,34.9257,3.5133,4.12E+01,214.688,94.5109,,,,,
TN278,20,3/22/2012,22:56,-109.918,22.86306,240,5,20.279,20.597,34.9268,3.4946,4.14E+01,214.494,94.4553,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,1,1009.366,4.5263,34.5176,0.4103,1.00E-12,9.878,100.1598,44.35,0.02,3.38,0.08,110
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,2,1009.795,4.5258,34.5176,0.4221,1.00E-12,9.96,100.1647,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,3,856.85,5.2051,34.4909,0.4234,1.00E-12,5.606,100.1407,43.08,0.02,3.35,0.05,96.7
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,4,856.94,5.2123,34.4903,0.4352,1.00E-12,5.468,100.1451,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,5,603.884,6.9954,34.512,0.4601,1.00E-12,1.239,100.0279,36.96,0.02,3.24,0.04,75.1
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,6,604.378,6.9905,34.512,0.4508,1.00E-12,1.121,100.0437,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,7,403.459,9.2292,34.5772,0.434,1.00E-12,1.12,99.9963,29.35,0.01,3,0.05,51.7
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,8,403.016,9.2186,34.5767,0.4047,1.00E-12,1.089,99.9685,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,9,201.802,11.6769,34.7245,0.4028,1.00E-12,0.876,99.6138,24.5,0.19,2.74,0.05,35.7
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,10,202.119,11.7081,34.7244,0.4078,1.00E-12,0.883,99.6203,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,11,150.836,12.5722,34.7325,0.3935,1.00E-12,1.167,99.7903,23.7,0.52,2.69,0.05,32.3
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,12,151.013,12.5592,34.7323,0.4178,1.00E-12,1.163,99.8159,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,13,125.708,13.1661,34.7153,0.3935,1.00E-12,11.957,99.8514,24.66,0.02,2.67,0.05,32.1
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,14,125.485,13.1631,34.7153,0.3935,1.00E-12,11.992,99.8421,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,15,100.635,13.7292,34.7059,0.4097,1.00E-12,17.264,99.7576,24.07,0.03,2.63,0.03,30.2
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,16,101.183,13.7257,34.7058,0.4072,1.00E-12,17.084,99.7184,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,17,76.061,14.8809,34.7479,0.467,1.00E-12,26.429,99.7495,23.07,0.05,2.57,0.05,28.1
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,18,75.615,14.875,34.748,0.4582,1.00E-12,26.272,99.7985,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,19,50.324,16.119,34.6919,0.8395,4.40E-02,67.03,99.5102,19.92,0.08,2.21,0.04,21.6
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,20,50.885,16.1204,34.6922,0.7928,3.99E-02,66.182,99.4863,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,21,20.252,19.5495,34.6215,11.5432,6.16E+00,227.649,85.6815,2.3,0.12,0.83,0.07,4.8
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,22,4.921,20.9569,34.5836,0.9136,4.82E+01,215.67,95.6596,,,,,
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,23,4.723,21.0161,34.584,0.9199,4.81E+01,215.675,95.4574,0.05,0.01,0.53,0.05,2.7
TN278,21,3/23/2012,0:15,-109.918,22.75111,1989,24,4.803,21.0438,34.5835,0.9267,4.76E+01,214.648,95.6917,,,,,
TN278,22,3/23/2012,3:51,-109.637,22.61306,2710.8,1,30.064,19.5147,34.7764,3.4223,1.00E-12,197.735,96.9412,,,,,
TN278,22,3/23/2012,3:51,-109.637,22.61306,2710.8,2,2.524,21.2556,34.5952,0.6813,2.36E+00,213.025,97.3775,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,1,1009.566,4.4138,34.531,0.4327,1.00E-12,9.612,100.1549,44.4,0.02,3.4,0.02,112.9
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,2,806.437,5.2134,34.5105,0.4234,1.00E-12,3.513,100.1527,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,3,807.099,5.2114,34.5105,0.4489,1.00E-12,3.523,100.1434,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,4,604.916,6.5427,34.5182,0.4489,1.00E-12,1.069,100.0987,38.61,0.03,3.29,0.01,78.8
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,5,604.526,6.5463,34.5186,0.4489,1.00E-12,1.016,100.1015,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,6,503.905,7.5077,34.5231,0.4489,1.00E-12,1.03,100.0045,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,7,504.145,7.5064,34.5232,0.434,1.00E-12,1.016,100.0328,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,8,402.9,8.8313,34.5706,0.434,1.00E-12,0.911,99.9456,30.52,0.03,3.04,0.04,55.9
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,9,402.727,8.8313,34.5709,0.4358,1.00E-12,0.94,99.9396,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,10,302.637,10.5166,34.6656,0.4072,1.00E-12,1.011,99.9881,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,11,302.574,10.5152,34.6658,0.4321,1.00E-12,1.033,99.9778,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,12,201.515,11.934,34.7458,0.4116,1.00E-12,3.573,100.0105,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,13,201.39,11.937,34.7459,0.4116,1.00E-12,3.773,99.9592,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,14,201.417,11.9366,34.7461,0.4053,1.00E-12,3.704,100.0399,25.78,0.03,2.76,0.03,37.2
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,15,150.526,12.9949,34.7891,0.4103,1.00E-12,7.88,99.9434,25.72,0.03,2.75,0.03,35.3
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,16,150.727,12.9912,34.7891,0.3941,1.00E-12,7.56,99.8601,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,17,101.202,14.3724,34.6929,0.3991,1.00E-12,24.262,99.9107,23.39,0.05,2.56,0.03,28.1
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,18,100.817,14.3719,34.693,0.4184,1.00E-12,24.102,99.8797,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,19,74.818,15.8409,34.6848,0.5187,1.00E-12,65.248,99.7146,20.02,0.07,2.23,0.03,22.6
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,20,75.319,15.8351,34.6853,0.5405,1.00E-12,66.279,99.5685,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,21,50.225,19.9101,34.663,3.8503,1.00E-12,186.309,96.4191,4.94,0.54,0.72,0.04,6.8
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,22,50.442,19.8693,34.6697,3.7537,1.00E-12,184.925,96.3472,,,,,
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,23,2.304,21.1461,34.6191,0.8208,1.06E+00,211.146,97.0163,0,0.02,0.52,0.05,2.5
TN278,23,3/23/2012,6:02,-109.413,22.46694,3024.5,24,2.513,21.1461,34.6195,0.8214,1.01E+00,211.481,97,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,1,1008.891,4.1892,34.5388,0.4439,1.00E-12,12.726,100.1592,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,2,1008.946,4.1892,34.5387,0.4365,1.00E-12,12.932,100.1538,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,3,907.373,4.5299,34.5282,0.4483,1.00E-12,8.283,100.1641,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,4,806.2,4.9475,34.5145,0.4333,1.00E-12,4.747,100.1554,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,5,604.677,6.5306,34.5066,0.4582,1.00E-12,1.21,100.1009,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,6,604.662,6.5314,34.5068,0.434,1.00E-12,1.209,100.1162,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,7,453.329,8.4007,34.5528,0.4333,1.00E-12,0.97,99.9881,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,8,453.672,8.4007,34.5531,0.4327,1.00E-12,0.96,99.9816,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,9,302.385,10.29,34.6506,0.4308,1.00E-12,0.901,99.9418,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,10,302.542,10.2894,34.6507,0.4333,1.00E-12,0.923,99.9391,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,11,201.027,11.8409,34.7366,0.4028,1.00E-12,3.288,100.0295,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,12,151.066,12.9657,34.7874,0.391,1.00E-12,7.494,99.9587,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,13,151.049,12.9663,34.7879,0.3885,1.00E-12,7.475,99.9761,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,14,151.285,12.9663,34.788,0.3879,1.00E-12,7.471,99.9805,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,15,126.263,13.7182,34.7597,0.3742,1.00E-12,12.257,99.9293,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,16,100.342,14.6778,34.6738,0.4228,1.00E-12,28.264,99.8503,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,17,75.447,16.5875,34.664,0.7217,1.00E-12,68.535,99.6497,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,18,50.415,18.5563,34.5621,2.3022,1.00E-12,154.968,97.9448,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,19,50.311,18.5871,34.5638,2.6318,1.00E-12,153.614,98.0156,,,,,
TN278,24,3/23/2012,8:27,-109.156,22.32972,2991,20,2.665,21.3156,34.6508,0.7348,9.86E-01,210.98,96.9706,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,1,2023.28,2.138,34.6367,0.406,1.00E-12,78.832,100.2644,41.08,0,2.95,0.06,157.5
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,2,2022.576,2.1393,34.6365,0.4489,1.00E-12,78.711,100.2524,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,3,1514.856,2.9407,34.5954,0.4576,1.00E-12,45.023,100.199,43.38,0,3.2,0.05,141
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,4,1514.117,2.9408,34.5955,0.4551,1.00E-12,44.782,100.1957,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,5,1211.401,3.5738,34.567,0.4489,1.00E-12,25.329,100.0846,44.3,0,3.32,0.04,130
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,6,1211.705,3.5785,34.5671,0.4589,1.00E-12,25.305,100.1445,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,7,1008.48,4.1503,34.5401,0.4551,1.00E-12,13.687,100.1483,44.58,0.01,3.4,0.05,117.3
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,8,1009.3,4.1487,34.5403,0.4607,1.00E-12,13.808,100.1494,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,9,805.818,5.0019,34.5131,0.4533,1.00E-12,4.87,100.1538,43.56,0,3.38,0.04,100.9
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,10,806.107,5.0051,34.5131,0.457,1.00E-12,4.849,100.0709,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,11,605.027,6.8454,34.511,0.4489,1.00E-12,1.254,100.0366,37.67,0.01,3.25,0.05,74.8
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,12,605.41,6.8512,34.5114,0.4551,1.00E-12,1.326,99.9849,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,13,403.325,9.3541,34.5952,0.4315,1.00E-12,1.016,99.9614,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,14,403.009,9.3583,34.5957,0.4508,1.00E-12,1.011,99.9641,29.09,0,3,0.05,51.1
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,15,201.247,12.3861,34.7619,0.4041,1.00E-12,6.286,99.987,25.63,0.03,2.74,0.05,35.9
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,16,201.015,12.3854,34.762,0.4091,1.00E-12,6.286,99.993,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,17,151.381,13.4501,34.7795,0.3891,1.00E-12,11.769,99.9206,24.83,0.04,2.72,0.04,32.8
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,18,151.439,13.45,34.78,0.3904,1.00E-12,11.868,99.9037,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,19,101.325,14.9996,34.5404,0.5399,1.00E-12,53.903,99.5724,21.02,0.06,2.24,0.04,22.3
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,20,100.782,14.9381,34.5215,0.5666,1.00E-12,54.099,99.5876,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,21,50.506,17.9117,34.0793,2.1346,1.00E-12,215.624,96.8038,0.16,0.07,0.53,0.16,2.8
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,22,50.715,17.8782,34.0723,2.2928,1.00E-12,215.584,96.8109,,,,,
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,23,4.009,20.2062,34.3157,0.8177,1.00E-12,217.598,96.0432,0.05,0,0.46,0.03,2.5
TN278,25,3/23/2012,10:49,-108.9,22.18389,2881,24,4.059,20.206,34.3165,0.8732,1.00E-12,217.507,96.0568,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,1,1008.278,4.3701,34.5297,0.4172,1.00E-12,10.695,100.1707,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,2,1008.731,4.3702,34.5297,0.4165,1.00E-12,10.695,100.1745,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,3,1008.414,4.3702,34.5296,0.4327,1.00E-12,10.72,100.1636,44.75,0.01,3.37,0.01,112.6
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,4,908.42,4.7768,34.5217,0.4346,1.00E-12,5.723,100.1696,44.68,0.02,3.43,0,103.6
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,5,755.719,5.7296,34.5107,0.4489,1.00E-12,1.42,100.1816,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,6,755.898,5.7288,34.5109,0.4501,1.00E-12,1.421,100.1848,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,7,756.033,5.7281,34.5109,0.4501,1.00E-12,1.421,100.1734,41.72,0.02,3.36,0.01,88.1
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,8,605.138,6.9523,34.5149,0.4576,1.00E-12,0.966,100.0328,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,9,605.456,6.9505,34.515,0.4246,1.00E-12,1.103,100.0148,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,10,605.506,6.9492,34.515,0.4439,1.00E-12,0.972,100.0306,37.11,0.03,3.25,0.01,73.5
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,11,403.658,9.2014,34.5913,0.4489,1.00E-12,0.917,99.8781,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,12,403.932,9.2009,34.5916,0.4433,1.00E-12,0.905,99.8879,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,13,404.207,9.2011,34.5917,0.4489,1.00E-12,0.927,99.8786,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,14,404.016,9.2009,34.5917,0.4414,1.00E-12,0.918,99.8742,29.07,0.04,3.02,0.01,51.4
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,15,252.122,11.7066,34.7348,0.429,1.00E-12,2.144,99.9053,25.17,0.04,2.77,0.01,36.2
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,16,227.381,12.1283,34.7407,0.4178,1.00E-12,2.462,99.884,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,17,227.835,12.1185,34.7405,0.4172,1.00E-12,2.675,99.8704,,,,,
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,18,227.178,12.1375,34.7414,0.3879,1.00E-12,2.616,99.8835,25.35,0.04,2.74,0.01,33.8
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,19,176.172,13.1232,34.7712,0.4072,1.00E-12,9.941,99.9162,25.12,0.04,2.74,0.01,33.3
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,20,126.406,14.4308,34.4964,0.48,1.00E-12,45.039,99.7402,22.55,0.05,2.33,0.02,23.2
TN278,26,3/23/2012,13:47,-108.651,22.04778,2797,21,101.156,17.223,34.6429,0.6333,1.22E-01,47.134,99.6862,20.14,0.07,2.17,0.01,17.1
