cruise,station,mon/day/yy,hh:mm,longitude [degrees east],latitude [degrees north],Bot. Depth [m],BOTTLE NUMBER,PRESSURE [DB],TEMPERATURE [C],SALINITY [PSU],CHLOROPHYLL [MG/M^3],PAR,OXYGEN [umol/l],TRANSMISSOMETRY [%],NITRATE [umol/L],NITRITE [umol/L],PHOSPHATE [umol/L],AMMONIUM [umol/L],SILICATE [umol/L]
TN278,170,4/16/2012,22:14,-110.011,16.50917,3210,20,100.355,15.0688,34.6385,1.0993,1.00E-12,3.6,98.86,,,,,
TN278,170,4/16/2012,22:14,-110.011,16.50917,3210,21,74.968,17.8504,34.1731,2.3134,1.00E-12,127.21,98.15,10.6,0.53,1.36,0.11,9
TN278,170,4/16/2012,22:14,-110.011,16.50917,3210,22,50.733,24.2594,34.406,1.118,1.00E-12,212.36,97.74,0,0,0.35,0.03,2.3
TN278,170,4/16/2012,22:14,-110.011,16.50917,3210,23,25.328,25.9188,34.0432,0.6227,1.00E-12,203.68,97.71,0,0,0.28,0.03,1.9
TN278,170,4/16/2012,22:14,-110.011,16.50917,3210,24,3.285,25.9324,34.0474,0.6102,1.00E-12,204.58,97.73,0,0,0.28,0.03,1.8
TN278,171,4/17/2012,2:46,-110.01,17,3513,1,1514.101,3.0505,34.5907,0.4645,,49.44,99.65,40.78,0.02,3.19,0.01,132.9
TN278,171,4/17/2012,2:46,-110.01,17,3513,2,1109.765,4.2344,34.5469,0.4645,,15.53,99.54,46.1,0.02,3.49,0,111.4
TN278,171,4/17/2012,2:46,-110.01,17,3513,3,906.707,5.0999,34.5278,0.4782,,4.72,99.52,45.31,0.02,3.47,0,95.8
TN278,171,4/17/2012,2:46,-110.01,17,3513,4,806.808,5.5606,34.524,0.4626,,2.41,99.57,43.46,0.03,3.43,0,88.8
TN278,171,4/17/2012,2:46,-110.01,17,3513,5,705.398,6.22,34.5239,0.4682,,1.97,99.59,41.21,0.02,3.38,0,79.3
TN278,171,4/17/2012,2:46,-110.01,17,3513,6,502.919,7.8471,34.5368,0.4645,,1.91,99.49,35.84,0.02,3.17,0,58.7
TN278,171,4/17/2012,2:46,-110.01,17,3513,7,403.272,9.1791,34.5911,0.4489,,1.8,99.41,31.88,0.02,2.99,0.01,45.9
TN278,171,4/17/2012,2:46,-110.01,17,3513,8,302.808,10.3254,34.6542,0.4663,,1.78,99.29,26.55,1.93,2.81,0.01,37.7
TN278,171,4/17/2012,2:46,-110.01,17,3513,9,253.242,10.9851,34.6865,0.4414,,1.72,99.15,24.01,2.31,2.8,0.01,33.3
TN278,171,4/17/2012,2:46,-110.01,17,3513,10,200.669,11.7685,34.7308,0.4178,,1.67,98.93,22.5,2.33,2.75,0,32.9
TN278,171,4/17/2012,2:46,-110.01,17,3513,11,150.947,12.5557,34.7311,0.561,,1.61,98.9,21.23,2.44,2.75,0.01,31.1
TN278,171,4/17/2012,2:46,-110.01,17,3513,12,150.098,12.5563,34.7311,0.5716,,1.59,98.9,,,,,
TN278,171,4/17/2012,2:46,-110.01,17,3513,13,150.439,12.5571,34.7309,0.571,,1.62,98.89,,,,,
TN278,171,4/17/2012,2:46,-110.01,17,3513,14,141.036,12.7558,34.7215,0.6763,,1.58,98.95,21.7,1.82,2.75,0.01,30.4
TN278,171,4/17/2012,2:46,-110.01,17,3513,15,125.002,13.1358,34.6984,0.9759,,1.59,98.98,23.26,0.44,2.71,0.03,29.3
TN278,171,4/17/2012,2:46,-110.01,17,3513,16,115.254,13.4505,34.6765,1.1174,,1.59,99.01,23.82,0.05,2.69,0.02,27.6
TN278,171,4/17/2012,2:46,-110.01,17,3513,17,100.139,14.3247,34.5118,0.814,,12.78,99.09,24.27,0.1,2.51,0.01,23.3
TN278,171,4/17/2012,2:46,-110.01,17,3513,18,101.753,14.2403,34.5344,0.832,,16.07,99.11,,,,,
TN278,171,4/17/2012,2:46,-110.01,17,3513,19,79.77,17.2692,34.2496,2.1508,,97.07,98.3,10.42,0.53,1.38,0.03,9.1
TN278,171,4/17/2012,2:46,-110.01,17,3513,20,75.333,17.5474,34.125,2.3302,,150.68,98.2,8,0.5,1.19,0.02,7.6
TN278,171,4/17/2012,2:46,-110.01,17,3513,21,71.769,19.5112,34.3126,2.572,,174.15,97.82,4,0.35,0.9,0.03,5.2
TN278,171,4/17/2012,2:46,-110.01,17,3513,22,50.4,23.921,34.6372,0.837,,212.21,97.96,0,0,0.42,0,1.5
TN278,171,4/17/2012,2:46,-110.01,17,3513,23,25.333,25.4283,34.1425,0.652,,204.51,97.85,0,0,0.24,0,1.5
TN278,171,4/17/2012,2:46,-110.01,17,3513,24,2.537,25.4363,34.1418,0.657,,204.69,97.85,0,0.01,0.28,0,1.5
TN278,172,4/17/2012,7:14,-110,17.51028,3422,1,1515.09,3.0622,34.5903,0.452,,46.94,99.64,43.65,0.05,3.28,0.02,135.2
TN278,172,4/17/2012,7:14,-110,17.51028,3422,2,1109.244,4.1418,34.5446,0.4782,,16.7,99.58,46.28,0.05,3.48,0.02,114.2
TN278,172,4/17/2012,7:14,-110,17.51028,3422,3,906.679,5.033,34.5296,0.4626,,4.74,99.53,45.68,0.05,3.48,0.03,96.2
TN278,172,4/17/2012,7:14,-110,17.51028,3422,4,806.296,5.5333,34.5234,0.4489,,2.27,99.59,44,0.05,3.44,0.02,89.6
TN278,172,4/17/2012,7:14,-110,17.51028,3422,5,705.457,6.2155,34.5262,0.4489,,1.93,99.58,40.82,0.04,3.38,0.02,79.4
TN278,172,4/17/2012,7:14,-110,17.51028,3422,6,503.151,7.9552,34.5574,0.434,,1.81,99.48,33.8,0.08,3.19,0.03,59.1
TN278,172,4/17/2012,7:14,-110,17.51028,3422,7,404.112,9.1762,34.5931,0.4464,,1.8,99.4,30.49,0.15,3.01,0.02,47.6
TN278,172,4/17/2012,7:14,-110,17.51028,3422,8,301.627,10.444,34.6607,0.4464,,1.67,99.25,23.65,2.2,2.88,0.02,38.7
TN278,172,4/17/2012,7:14,-110,17.51028,3422,9,250.83,11.0954,34.6955,0.4259,,1.68,99.11,21.96,2.57,2.81,0.01,35.6
TN278,172,4/17/2012,7:14,-110,17.51028,3422,10,201.56,11.724,34.729,0.4327,,1.65,98.93,21.97,2.33,2.76,0.02,32.8
TN278,172,4/17/2012,7:14,-110,17.51028,3422,11,199.58,11.7424,34.7298,0.4308,,1.65,98.93,,,,,
TN278,172,4/17/2012,7:14,-110,17.51028,3422,12,201.674,11.7295,34.7292,0.4365,,1.64,98.92,,,,,
TN278,172,4/17/2012,7:14,-110,17.51028,3422,13,150.313,12.7438,34.7563,0.6333,,1.6,98.73,18.68,4.31,2.71,0.02,30.4
TN278,172,4/17/2012,7:14,-110,17.51028,3422,14,140.372,12.8376,34.7182,0.7124,,1.61,98.92,21.55,1.76,2.71,0.01,30.2
TN278,172,4/17/2012,7:14,-110,17.51028,3422,15,126.71,13.1342,34.6971,1.065,,1.6,98.91,23,0.62,2.7,0.01,29.1
TN278,172,4/17/2012,7:14,-110,17.51028,3422,16,115.702,13.466,34.678,1.1915,,1.59,99,24.08,0.06,2.7,0.03,27.3
TN278,172,4/17/2012,7:14,-110,17.51028,3422,17,100.442,14.2775,34.6061,0.8968,,4.57,99.08,24.64,0.08,2.6,0.02,24
TN278,172,4/17/2012,7:14,-110,17.51028,3422,18,80.897,15.2691,34.3449,1.6867,,48.7,98.65,21.69,0.32,2.19,0.02,17.5
TN278,172,4/17/2012,7:14,-110,17.51028,3422,19,75.418,15.7349,34.2772,2.0649,,72.04,98.38,18.83,0.46,1.99,0.04,14.3
TN278,172,4/17/2012,7:14,-110,17.51028,3422,20,71.316,16.29,34.1909,2.2524,,94.97,98.3,15.39,0.55,1.75,0.03,12.5
TN278,172,4/17/2012,7:14,-110,17.51028,3422,21,50.047,21.9741,34.5,3.3625,,205.54,96.72,0.77,0.06,0.61,0.04,3
TN278,172,4/17/2012,7:14,-110,17.51028,3422,22,24.626,24.9007,34.2566,0.7648,,207.36,97.98,0,0,0.3,0.01,1.6
TN278,172,4/17/2012,7:14,-110,17.51028,3422,23,2.689,25.4894,34.1547,0.495,,203.22,98.3,0.07,0,0.28,0.03,1.2
TN278,172,4/17/2012,7:14,-110,17.51028,3422,24,2.474,25.4881,34.1549,0.5006,,203.26,97.36,,,,,
TN278,173,4/17/2012,11:47,-110,18.01083,3277,1,1514.492,2.9809,34.5923,0.4489,,49.91,99.64,44.02,0.08,3.21,0,147.1
TN278,173,4/17/2012,11:47,-110,18.01083,3277,2,1109.612,4.2146,34.5451,0.462,,14.38,99.54,45.98,0.08,3.44,0,128.3
TN278,173,4/17/2012,11:47,-110,18.01083,3277,3,905.883,5.0853,34.5258,0.4744,,3.97,99.54,44.71,0.08,3.44,0.06,96.9
TN278,173,4/17/2012,11:47,-110,18.01083,3277,4,806.529,5.5627,34.516,0.4302,,2.46,99.53,43.45,0.08,3.39,0,88.9
TN278,173,4/17/2012,11:47,-110,18.01083,3277,5,705.313,6.0765,34.5233,0.4421,,1.98,99.58,42.43,0.08,3.37,0,81.9
TN278,173,4/17/2012,11:47,-110,18.01083,3277,6,503.616,7.9074,34.544,0.4489,,1.79,99.49,34.64,0.07,3.17,0,60.7
TN278,173,4/17/2012,11:47,-110,18.01083,3277,7,402.157,9.1312,34.6002,0.434,,1.76,99.37,29.25,0.53,3.02,0,49.5
TN278,173,4/17/2012,11:47,-110,18.01083,3277,8,301.376,10.5002,34.6669,0.4252,,1.69,99.2,23.25,2.03,2.84,0,39.5
TN278,173,4/17/2012,11:47,-110,18.01083,3277,9,252.615,11.1586,34.7089,0.414,,1.67,99.01,21.5,2.52,2.78,0,35.6
TN278,173,4/17/2012,11:47,-110,18.01083,3277,10,201.583,11.6832,34.733,0.4315,,1.64,98.79,22.2,2.38,2.72,0,30.7
TN278,173,4/17/2012,11:47,-110,18.01083,3277,11,149.928,12.4484,34.7531,0.5006,,1.61,98.47,19.69,3.81,2.71,0,30.4
TN278,173,4/17/2012,11:47,-110,18.01083,3277,12,125.108,13.2423,34.7551,1.3454,,1.57,98.25,18.8,3.69,2.67,0,28.6
TN278,173,4/17/2012,11:47,-110,18.01083,3277,13,99.891,14.5123,34.6248,0.7336,,4.45,99.01,,,,,
TN278,173,4/17/2012,11:47,-110,18.01083,3277,14,75.487,16.6999,34.4064,2.1839,,48.21,98.25,19.78,0.43,2.08,0,14.2
TN278,173,4/17/2012,11:47,-110,18.01083,3277,15,50.888,20.0886,34.2977,3.2049,,144.69,97.01,7.27,0.58,1.11,0.07,5.5
TN278,173,4/17/2012,11:47,-110,18.01083,3277,16,50.471,20.2023,34.3031,3.2896,,143.79,97.06,,,,,
TN278,173,4/17/2012,11:47,-110,18.01083,3277,17,50.42,20.2848,34.3044,3.2958,,146.61,97.02,,,,,
TN278,173,4/17/2012,11:47,-110,18.01083,3277,18,50.245,20.371,34.3083,3.2254,,149.77,97,,,,,
TN278,173,4/17/2012,11:47,-110,18.01083,3277,19,50.881,20.2529,34.3048,3.2092,,151.81,96.94,,,,,
TN278,173,4/17/2012,11:47,-110,18.01083,3277,20,24.798,24.2111,34.3999,1.4986,,208.3,96.87,0.14,0.05,1.02,0,1.4
TN278,173,4/17/2012,11:47,-110,18.01083,3277,21,3.822,24.9397,34.1479,0.614,,205.46,97.83,0.03,0.03,0.27,0,1
TN278,173,4/17/2012,11:47,-110,18.01083,3277,22,3.934,24.9403,34.1478,0.6302,,205.39,97.86,,,,,
TN278,173,4/17/2012,11:47,-110,18.01083,3277,23,4.04,24.9564,34.1476,0.6309,,205.18,97.87,,,,,
TN278,173,4/17/2012,11:47,-110,18.01083,3277,24,4.034,24.9463,34.1481,0.5966,,205.83,97.9,,,,,
TN278,174,4/17/2012,16:09,-110,18.51028,3440,1,1513.414,3.0742,34.5895,0.462,,46.42,99.64,44.04,0.12,3.22,0,137.8
TN278,174,4/17/2012,16:09,-110,18.51028,3440,2,1109.578,4.1964,34.545,0.4657,,14.72,99.53,45.43,0.12,3.44,0,115.4
TN278,174,4/17/2012,16:09,-110,18.51028,3440,3,907.878,5.0699,34.5305,0.4346,,3.66,99.55,44.74,0.12,3.44,0,98.8
TN278,174,4/17/2012,16:09,-110,18.51028,3440,4,806.156,5.6251,34.527,0.475,,2.01,99.59,42.92,0.1,3.4,0,89.7
TN278,174,4/17/2012,16:09,-110,18.51028,3440,5,705.387,6.1854,34.5292,0.462,,1.98,99.58,40.83,0.1,3.34,0,82
TN278,174,4/17/2012,16:09,-110,18.51028,3440,6,504.204,7.7497,34.537,0.4489,,1.81,99.47,34.16,0.11,3.17,0,63.9
TN278,174,4/17/2012,16:09,-110,18.51028,3440,7,404.025,9.2132,34.606,0.4489,,1.75,99.36,27.9,0.67,3.17,0,51.2
TN278,174,4/17/2012,16:09,-110,18.51028,3440,8,302.31,10.5946,34.6787,0.4203,,1.62,99.1,22.42,2.16,2.85,0,41.3
TN278,174,4/17/2012,16:09,-110,18.51028,3440,9,251.425,11.2388,34.7142,0.4346,,1.65,98.94,21.41,2.47,2.78,0,37.6
TN278,174,4/17/2012,16:09,-110,18.51028,3440,10,201.666,11.7607,34.7233,0.4396,,1.64,98.88,23.38,0.76,2.76,0,35.4
TN278,174,4/17/2012,16:09,-110,18.51028,3440,11,181.425,12.1021,34.7336,0.4358,,1.61,99.07,24.34,0.18,2.76,0,36.9
TN278,174,4/17/2012,16:09,-110,18.51028,3440,12,181.786,12.1026,34.7334,0.4097,,1.63,99.07,,,,,
TN278,174,4/17/2012,16:09,-110,18.51028,3440,13,151.461,12.6849,34.7351,0.5181,,1.59,98.61,22.13,1.44,2.71,0,33.6
TN278,174,4/17/2012,16:09,-110,18.51028,3440,14,151.002,12.6859,34.735,0.5324,,1.59,98.64,,,,,
TN278,174,4/17/2012,16:09,-110,18.51028,3440,19,125.392,13.2879,34.706,0.8532,,1.58,98.71,,,,,
TN278,174,4/17/2012,16:09,-110,18.51028,3440,20,100.499,14.6269,34.5354,0.9909,,16.62,98.96,,,,,
TN278,174,4/17/2012,16:09,-110,18.51028,3440,21,75.208,19.2887,34.4613,2.1353,,89.78,98.24,,,,,
TN278,174,4/17/2012,16:09,-110,18.51028,3440,22,50.953,24.4552,34.4148,0.7392,,206.58,97.88,,,,,
TN278,174,4/17/2012,16:09,-110,18.51028,3440,23,25.302,24.4649,34.4146,0.5934,,207.4,97.83,,,,,
TN278,174,4/17/2012,16:09,-110,18.51028,3440,24,2.632,24.598,34.4184,0.3648,,208.16,98.06,,,,,
TN278,175,4/17/2012,18:50,-110,18.51028,3440,1,125.291,13.3548,34.6805,0.538,,3.1,99.03,24.11,0.09,2.66,0,31.5
TN278,175,4/17/2012,18:50,-110,18.51028,3440,2,100.481,14.7581,34.5063,1.0831,,21.15,98.93,23.6,0.1,2.42,0,24.6
TN278,175,4/17/2012,18:50,-110,18.51028,3440,3,75.106,19.1261,34.4553,2.1153,,84.38,98.18,13.32,1.7,1.64,0,13.7
TN278,175,4/17/2012,18:50,-110,18.51028,3440,4,50.207,24.4452,34.4145,0.9192,,206.7,97.48,0,0.09,0.39,0,5.3
TN278,175,4/17/2012,18:50,-110,18.51028,3440,5,25.201,24.4671,34.4128,0.5698,,206.53,97.75,0,0.09,0.39,0,5.7
TN278,175,4/17/2012,18:50,-110,18.51028,3440,6,2.667,24.7107,34.4196,0.3685,,207.4,98.11,0.04,0.09,0.39,0,6.3
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,1,1514.806,3.0847,34.5879,0.4501,,45.33,99.66,43.61,0.05,3.23,0.01,137.1
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,2,1110.058,4.2161,34.5405,0.4657,,14.89,99.58,45.06,0.05,3.42,0.01,113.5
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,3,907.806,4.986,34.5148,0.475,,5.6,99.58,44.11,0.05,3.41,0.01,100.3
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,4,806.392,5.4514,34.5037,0.4327,,3.75,99.6,42.14,0.05,3.36,0.01,94.8
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,5,705.641,5.9398,34.5053,0.462,,2.25,99.56,40.39,0.06,3.35,0.01,88.8
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,6,504.194,7.6701,34.5287,0.4477,,1.8,99.48,34.73,0.06,3.12,0.01,63
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,7,403.447,8.8824,34.5672,0.4489,,1.8,99.41,30.33,0.07,3.05,0.01,50.2
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,8,302.679,10.5517,34.6771,0.4408,,1.65,99.19,22.24,2,2.84,0.01,38.3
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,9,252.079,11.1433,34.7101,0.3947,,1.62,99.02,20.88,2.54,2.77,0.01,37.2
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,10,201.303,11.7348,34.7427,0.4271,,1.63,98.83,20.94,2.47,2.7,0.01,34.8
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,11,201.837,11.7274,34.7423,0.4209,,1.62,98.83,,,,,
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,12,151.963,12.4653,34.7653,0.4414,,1.59,98.66,19.15,3.75,2.69,0,33.2
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,13,140.977,12.8208,34.7525,0.6096,,1.61,98.84,20.71,2.19,2.67,0,32.3
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,14,140.701,12.8192,34.7521,0.6202,,1.58,98.85,,,,,
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,15,141.01,12.8218,34.7504,0.5828,,1.6,98.86,,,,,
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,16,125.937,13.1463,34.6903,0.4969,,3.05,99.29,23.86,0.06,2.68,0,31.2
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,17,115.862,13.2962,34.673,0.5243,,4.04,99.25,23.92,0.06,2.65,0,30.3
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,18,101.159,14.1901,34.5919,0.6644,,12.03,99.15,23.92,0.06,2.54,0,26.3
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,19,80.428,15.5517,34.5762,0.9398,,22.67,98.99,22.95,0.08,2.41,0,22.6
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,20,76.36,15.7037,34.5806,0.9522,,25.02,98.97,22.11,0.09,2.38,0,22.4
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,21,70.62,16.0781,34.5567,1.1005,,38.94,98.93,21.2,0.12,2.23,0,20.4
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,22,50.31,20.8574,34.5344,3.6048,,168.59,96.59,4.5,0.37,0.97,0.01,7.6
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,23,25.118,24.2045,34.4742,0.5399,,210.04,97.45,0,0.02,0.39,0,4
TN278,176,4/17/2012,22:05,-110.009,19.00917,3375,24,3.05,24.7677,34.4578,0.4414,,207.42,97.98,0,0.02,0.38,0.01,4
TN278,177,4/18/2012,2:49,-110,19.5,3267,1,1514.685,3.0372,34.5899,0.4701,,46.48,99.65,44.65,0.02,3.29,0,138
TN278,177,4/18/2012,2:49,-110,19.5,3267,2,1110.533,4.098,34.5451,0.4788,,16.94,99.59,46.01,0.02,3.52,0,115.7
TN278,177,4/18/2012,2:49,-110,19.5,3267,3,907.761,4.9773,34.5234,0.4744,,5.3,99.57,45.35,0.03,3.52,0,98.8
TN278,177,4/18/2012,2:49,-110,19.5,3267,4,806.441,5.402,34.5217,0.4788,,2.47,99.59,44.24,0.03,3.48,0,91.3
TN278,177,4/18/2012,2:49,-110,19.5,3267,5,704.665,6.1446,34.5231,0.4701,,2,99.58,41.3,0.03,3.41,0,80.4
TN278,177,4/18/2012,2:49,-110,19.5,3267,6,503.434,7.7207,34.5372,0.4489,,1.97,99.49,34.89,0.03,3.23,0,61.9
TN278,177,4/18/2012,2:49,-110,19.5,3267,7,402.492,8.8947,34.568,0.4489,,1.71,99.38,30.96,0.04,3.1,0,51.9
TN278,177,4/18/2012,2:49,-110,19.5,3267,8,302.101,10.4737,34.6735,0.4452,,1.71,99.12,23.71,1.42,2.92,0,40.4
TN278,177,4/18/2012,2:49,-110,19.5,3267,9,302.111,10.4754,34.6734,0.4489,,1.78,99.12,,,,,
TN278,177,4/18/2012,2:49,-110,19.5,3267,10,301.977,10.4745,34.6735,0.4489,,1.7,99.14,,,,,
TN278,177,4/18/2012,2:49,-110,19.5,3267,11,253.219,11.0437,34.6936,0.4477,,1.72,99.05,23.9,1.27,2.85,0,37.2
TN278,177,4/18/2012,2:49,-110,19.5,3267,12,201.784,11.4719,34.6936,0.4458,,1.79,99.05,25.38,0.04,2.84,0,35.7
TN278,177,4/18/2012,2:49,-110,19.5,3267,13,176.513,11.7288,34.7075,0.3879,,1.8,99.21,25.09,0.04,2.79,0,34.8
TN278,177,4/18/2012,2:49,-110,19.5,3267,14,152.045,12.209,34.7571,0.4445,,1.64,98.68,22.41,2.25,2.72,0,31.8
TN278,177,4/18/2012,2:49,-110,19.5,3267,15,140.793,12.5535,34.7699,0.4595,,1.62,98.56,21.35,2.99,2.71,0,31.1
TN278,177,4/18/2012,2:49,-110,19.5,3267,16,125.807,12.9393,34.7785,0.5256,,1.61,98.42,18.24,4.99,2.71,0,29.4
TN278,177,4/18/2012,2:49,-110,19.5,3267,17,100.789,13.5561,34.686,0.467,,5.93,99.27,24.36,0.04,2.71,0,28.1
TN278,177,4/18/2012,2:49,-110,19.5,3267,18,75.269,15.5163,34.6794,0.7642,,16.39,99.01,22.47,0.1,2.55,0,22
TN278,177,4/18/2012,2:49,-110,19.5,3267,19,70.126,16.0974,34.7221,0.8881,,55.24,98.98,21.04,0.1,2.36,0,21.5
TN278,177,4/18/2012,2:49,-110,19.5,3267,20,64.723,17.0058,34.7137,1.4699,,105.59,98.61,16,0.11,1.98,0,15.9
TN278,177,4/18/2012,2:49,-110,19.5,3267,21,50.579,19.1545,34.9747,2.3171,,192.17,97.66,3.72,1.04,1.3,0.46,5.1
TN278,177,4/18/2012,2:49,-110,19.5,3267,22,25.515,19.9678,34.4324,2.068,,224.99,96.41,0.77,0.02,0.63,0,3
TN278,177,4/18/2012,2:49,-110,19.5,3267,23,2.07,23.5215,34.8594,0.9361,,215.73,95.45,0.77,0.01,0.65,0,2.6
TN278,177,4/18/2012,2:49,-110,19.5,3267,24,2.028,23.527,34.8587,0.9199,,215.95,95.39,,,,,
TN278,178,4/18/2012,7:28,-110,20.01028,2626,1,1514.905,3.0578,34.5887,0.4421,,45.44,99.65,44.82,0.11,3.32,0.01,138
TN278,178,4/18/2012,7:28,-110,20.01028,2626,2,1109.913,4.1834,34.5408,0.4651,,14.44,99.56,45.99,0.11,3.54,0.02,116.3
TN278,178,4/18/2012,7:28,-110,20.01028,2626,3,907.975,5.001,34.5195,0.4477,,4.84,99.56,45.14,0.11,3.53,0.02,99.4
TN278,178,4/18/2012,7:28,-110,20.01028,2626,4,806.128,5.59,34.5146,0.4894,,2.45,99.58,43.37,0.11,3.49,0.02,89.9
TN278,178,4/18/2012,7:28,-110,20.01028,2626,5,705.748,6.1875,34.5079,0.4389,,2.15,99.53,41.46,0.11,3.42,0.01,81.1
TN278,178,4/18/2012,7:28,-110,20.01028,2626,6,502.978,7.7863,34.542,0.457,,1.78,99.39,34.32,0.11,3.29,0.01,61.9
TN278,178,4/18/2012,7:28,-110,20.01028,2626,7,403.381,9.0986,34.5892,0.4358,,1.75,99.33,29.49,0.22,3.11,0.01,50.4
TN278,178,4/18/2012,7:28,-110,20.01028,2626,8,302.264,10.4699,34.6429,0.4445,,1.82,99.13,25.86,0.11,2.93,0.01,40.9
TN278,178,4/18/2012,7:28,-110,20.01028,2626,9,251.957,11.3325,34.6992,0.409,,1.64,98.89,23.82,0.98,2.86,0.01,36
TN278,178,4/18/2012,7:28,-110,20.01028,2626,10,201.249,11.9561,34.7189,0.4346,,1.8,99.42,25.81,0.1,2.82,0,34.9
TN278,178,4/18/2012,7:28,-110,20.01028,2626,11,175.855,12.5809,34.7611,0.4128,,1.93,99.04,24.44,0.09,2.8,0,32.5
TN278,178,4/18/2012,7:28,-110,20.01028,2626,12,150.5,13.2482,34.7562,0.4153,,10.49,99.24,24.49,0.1,2.8,0,31.9
TN278,178,4/18/2012,7:28,-110,20.01028,2626,13,141.268,13.6388,34.7594,0.5106,,2.7,98.9,22.01,0.09,2.74,0.01,29.3
TN278,178,4/18/2012,7:28,-110,20.01028,2626,14,125.558,13.5439,34.5838,0.3935,,26.01,99.27,23.97,0.1,2.61,0.03,27.8
TN278,178,4/18/2012,7:28,-110,20.01028,2626,15,125.449,13.5443,34.5853,0.4221,,26.67,99.28,,,,,
TN278,178,4/18/2012,7:28,-110,20.01028,2626,16,125.578,13.544,34.5853,0.4053,,25.93,99.27,,,,,
TN278,178,4/18/2012,7:28,-110,20.01028,2626,17,100.551,14.2895,34.5333,0.5131,,42.39,99.2,23.11,0.1,2.46,0.03,24.5
TN278,178,4/18/2012,7:28,-110,20.01028,2626,18,75.68,16.3234,34.6047,0.8675,,43.53,98.95,21.13,0.12,2.3,0.01,18.5
TN278,178,4/18/2012,7:28,-110,20.01028,2626,19,60.417,19.7652,34.6059,1.9646,,168.88,98.01,5.74,0.46,1.12,0.01,5.7
TN278,178,4/18/2012,7:28,-110,20.01028,2626,20,55.286,20.358,34.5566,2.4455,,205.27,97.17,1.51,0.18,0.77,0.07,3.3
TN278,178,4/18/2012,7:28,-110,20.01028,2626,21,50.517,20.5206,34.4904,2.833,,217.49,96.85,0.25,0.07,0.65,0.04,2.3
TN278,178,4/18/2012,7:28,-110,20.01028,2626,22,25.115,22.5361,34.7174,0.5162,,216.4,97.98,0.23,0.02,0.5,0.04,2
TN278,178,4/18/2012,7:28,-110,20.01028,2626,23,2.272,22.6752,34.7334,0.4458,,215.42,98.09,0.29,0.02,0.5,0.03,2.2
TN278,178,4/18/2012,7:28,-110,20.01028,2626,24,2.516,22.6772,34.7334,0.4003,,215.55,97.99,,,,,
TN278,179,4/18/2012,12:02,-110,20.51028,3140,1,1515.167,3.1464,34.5865,0.4626,,41.46,99.62,45.08,0.1,3.36,0.03,136.5
TN278,179,4/18/2012,12:02,-110,20.51028,3140,2,1109.491,4.2084,34.5386,0.4788,,14.38,99.58,46.13,0.1,3.54,0.02,114
TN278,179,4/18/2012,12:02,-110,20.51028,3140,3,907.752,5.0489,34.5194,0.4557,,4.61,99.53,45.41,0.1,3.54,0.02,98.6
TN278,179,4/18/2012,12:02,-110,20.51028,3140,4,806.419,5.6428,34.513,0.4719,,2.46,99.53,43.5,0.1,3.48,0.02,88.1
TN278,179,4/18/2012,12:02,-110,20.51028,3140,5,704.638,6.2551,34.5136,0.475,,2,99.55,40.94,0.1,3.42,0.01,79.9
TN278,179,4/18/2012,12:02,-110,20.51028,3140,6,503.561,8.0856,34.5446,0.4489,,1.83,99.34,32.98,0.11,3.23,0.01,61.1
TN278,179,4/18/2012,12:02,-110,20.51028,3140,7,403.099,9.487,34.5949,0.4701,,1.77,99.31,28.97,0.11,3.04,0.01,46.8
TN278,179,4/18/2012,12:02,-110,20.51028,3140,8,302.219,10.854,34.6632,0.4172,,1.72,99.05,24.93,0.48,2.9,0.01,38
TN278,179,4/18/2012,12:02,-110,20.51028,3140,9,251.43,11.703,34.7214,0.447,,1.74,98.84,23.31,1.38,2.82,0.01,34.6
TN278,179,4/18/2012,12:02,-110,20.51028,3140,10,251.406,11.7026,34.7215,0.4483,,1.65,98.81,,,,,
TN278,179,4/18/2012,12:02,-110,20.51028,3140,11,251.474,11.7021,34.7213,0.4483,,1.71,98.83,,,,,
